online,Caseking of the Hill #6,2014-08-28,1465
other,PGL Regional Minor Championship Europe Qualifiers,2016-01-09,2097
other,Counter Pit League Season 2 Qualifier,2015-11-11,2006
online,D!ngIT $2000 Weekly Cup #6,2015-06-26,1825
other,DreamHack Winter 2014 Last Call Qualifier,2014-11-22,1555
online,RGN Spring Classic,2015-05-19,1735
online,iBUYPOWER Invitational Fall 2015,2015-09-14,1916
other,99Damage Arena #19,2016-01-08,2098
other,D!ngIT $2000 Weekly Cup #25,2015-11-10,2007
other,Balkan Championship Season 1,2015-03-11,1646
online,ESL One Cologne 2015 EU pre-qualifier #1,2015-06-28,1826
online,CS:GO Legends Series #1,2014-09-01,1466
other,CEVO Professional Season 7 Last-Chance EU,2015-04-27,1736
online,QuickShot Arena #5,2015-09-04,1917
other,Gamergy Final Cup 8,2015-06-28,1827
online,99Damage Arena #6,2015-04-29,1737
online,ESL One Katowice 2015 European Qualifier #2,2015-02-05,1647
other,Insomnia 53,2014-11-23,1557
online,DreamHack Open Cluj-Napoca 2015 Asian pre-qualifier,2015-09-06,1918
intl-lan,DreamHack Masters Malmö 2016,2016-04-17,2099
other,SLTV ProSeries XI,2014-11-25,1558
other,nAvTV Sunday Series August Cup 2014,2014-09-01,1468
other,ESWC 2015 France,2015-06-29,1828other,Inferno Online Pantamera Qualifier,2015-02-02,1648

online,King of Nordic Season 1,2015-09-04,1738
online,ESL Polish Championship Season 11,2015-09-24,1919
intl-lan,ESL Barcelona CS:GO Invitational presented by Mobile World Congress,2016-02-21,2100
regional-lan,MAX5 Invitational,2016-01-10,2009
online,Go4CS:GO Cup #122,2014-11-24,1559
other,ESL One Katowice 2015 Polish Qualifier,2015-02-03,1649
online,BenQ All-Star Showmatch #5,2015-06-29,1829
other,CS Select #9,2015-04-30,1739
online,DreamHack Open Cluj-Napoca 2015 NA pre-qualifier,2015-09-15,1920
other,QuickShot Arena #14,2015-11-12,2010
other,D!ngIT $2000 Weekly Cup #33,2016-01-12,2101
online,European Championship 2014,2014-11-11,1469
online,Go4CS:GO Europe Pro League Winter 2014 Group Final,2014-11-24,1560
other,CS Select #10,2015-05-01,1740
other,ESL One Katowice 2015 NA Qualifier,2015-02-05,1650
intl-lan,Uprise Champions Cup Season 3 Finals,2015-09-30,1921
other,ESL One Cologne 2015 EU pre-qualifier #2,2015-07-02,1830
regional-lan,Assembly Winter 2016,2016-02-06,2102
other,LVP Season 9 Division de Honor Sprint #2,2015-11-15,2011
online,FACEIT League EU Season 2,2014-10-09,1470
online,99Damage Arena #1,2014-11-26,1561
other,ESL Frühlingsmeisterschaft 2015 Finals,2015-05-02,1741
online,RGN Brazilian Open,2015-09-04,1922
other,ESL One Cologne 2015 China pre-qualifier,2015-06-30,1831
other,STARSLeague,2015-11-12,2012
other,Tuddinn LAN 1 | 2016,2016-01-10,2103
intl-lan,ESEA Invite Season 18 Global Finals,2015-04-20,1651
online,FACEIT League NA Season 2,2014-10-09,1471
other,Hitbox CS:GO Championship by E-Frag.net,2014-11-27,1562
