Date,Map,Team 1 ID,Team 1 Start Side,Team 1 Score,Team 1 Half 1 Score,Team 1 Half 2 Score,Team 1 Overtime Score,Team 2 ID,Team 2 Start Side,Team 2 Score,Team 2 Half 1 Score,Team 2 Half 2 Score,Team 2 Overtime Score,Match ID
4/28/16,Dust2,4548,CT,16,10,5,1,4894,T,19,5,10,4,2302444/cph-wolves-vs-aligon-game-on-king-of-the-hill
4/28/16,Train,4548,CT,19,5,10,4,4894,T,17,10,5,2,2302444/cph-wolves-vs-aligon-game-on-king-of-the-hill
8/17/15,Inferno,5395,T,16,4,12,0,5610,CT,11,11,0,0,2297450/penta-vs-aftermatch-dreamhack-open-london-2015-closed-qualifier
8/17/15,Cache,5395,T,16,4,12,0,5610,CT,14,11,3,0,2297450/penta-vs-aftermatch-dreamhack-open-london-2015-closed-qualifier
12/6/14,Mirage,5435,T,22,3,12,7,4468,CT,19,12,3,4,2293666/gbots-vs-x6tence-lvp-gamergy-csgo-lan-finals
5/25/15,Dust2,5682,CT,8,4,4,0,6158,T,16,8,8,0,2295966/aura-vs-dire-wolves-acl-sydney-2015-csgo-last-chance
5/25/15,Cache,5682,CT,5,3,2,0,6158,T,16,12,4,0,2295966/aura-vs-dire-wolves-acl-sydney-2015-csgo-last-chance
6/25/16,Overpass,6978,CT,16,13,3,0,6946,T,6,2,4,0,2303198/singularity-vs-magistra-dust2dk-eoddset-kinguin-1
11/27/14,Overpass,4674,CT,16,10,6,0,4411,T,13,5,8,0,2293626/ldlc-vs-nip-dreamhack-winter-2014
1/31/15,Nuke,5752,CT,16,10,6,0,5454,T,8,5,3,0,2294045/cloud9-vs-skdc-clutchcon-2015
3/21/15,Dust2,5991,T,16,9,7,0,5319,CT,11,6,5,0,2294673/envyus-vs-property-gfinity-2015-spring-masters-1
3/21/15,Cache,5991,T,16,15,1,0,5319,CT,0,0,0,0,2294673/envyus-vs-property-gfinity-2015-spring-masters-1
9/5/15,Cache,6161,CT,14,8,6,0,5607,T,16,7,9,0,2297758/skyfire-vs-syf-acl-melbourne-2015
9/5/15,Cobblestone,6161,CT,16,10,6,0,5607,T,5,5,0,0,2297758/skyfire-vs-syf-acl-melbourne-2015
9/25/14,Inferno,4411,CT,16,10,6,0,4501,T,8,5,3,0,2292867/nip-vs-alternate-attax-dreamhack-stockholm-csgo-invitational-2014
11/4/15,Dust2,6226,CT,16,12,4,0,6155,T,4,3,1,0,2299027/e-fragnet-vs-ezskinscom-acer-predator-masters-powered-by-intel-season-2
11/4/15,Mirage,6226,CT,16,6,10,0,6155,T,13,9,4,0,2299027/e-fragnet-vs-ezskinscom-acer-predator-masters-powered-by-intel-season-2
3/15/16,Cobblestone,6747,CT,13,8,5,0,4863,T,16,7,9,0,2301421/edg-vs-tyloo-wca-season-1-qualifier
3/15/16,Mirage,6747,CT,9,3,6,0,4863,T,16,12,4,0,2301421/edg-vs-tyloo-wca-season-1-qualifier
2/13/16,Cache,6226,CT,16,8,8,0,6372,T,14,7,7,0,2300777/e-fragnet-vs-csgl-acer-predator-masters-powered-by-intel-season-2-finals
2/13/16,Overpass,6226,CT,16,8,8,0,6372,T,7,7,0,0,2300777/e-fragnet-vs-csgl-acer-predator-masters-powered-by-intel-season-2-finals
7/12/15,Cache,5727,T,16,13,3,0,5595,CT,5,2,3,0,2296981/encore-vs-nerdrage-ballistix-challenge
7/12/15,Inferno,5727,T,3,3,0,0,5595,CT,16,12,4,0,2296981/encore-vs-nerdrage-ballistix-challenge
7/12/15,Dust2,5727,T,7,6,1,0,5595,CT,16,9,7,0,2296981/encore-vs-nerdrage-ballistix-challenge
5/28/15,Mirage,5310,T,8,7,1,0,4573,CT,16,8,8,0,2296052/hellraisers-vs-fraternitas-fragbite-masters-season-4
5/28/15,Cache,5310,T,16,11,5,0,4573,CT,8,4,4,0,2296052/hellraisers-vs-fraternitas-fragbite-masters-season-4
5/28/15,Train,5310,T,16,14,2,0,4573,CT,1,1,0,0,2296052/hellraisers-vs-fraternitas-fragbite-masters-season-4
7/4/16,Overpass,4559,T,16,10,6,0,6686,CT,9,5,4,0,2303347/millenium-vs-agg-xfunction-masters-2016
3/23/15,Default,5968,T,8,4,4,0,6021,CT,16,11,5,0,2294728/the-flying-v-vs-luminosity-fragadelphia-4
3/23/15,Inferno,5968,T,8,3,5,0,6021,CT,16,12,4,0,2294728/the-flying-v-vs-luminosity-fragadelphia-4
3/23/15,Mirage,5968,T,9,6,3,0,6021,CT,16,9,7,0,2294728/the-flying-v-vs-luminosity-fragadelphia-4
8/1/15,Cache,6118,CT,11,5,6,0,5973,T,16,10,6,0,2297213/tempo-storm-vs-liquid-esl-one-cologne-2015-na-qualifier
4/13/15,Nuke,6051,CT,6,3,3,0,6035,T,16,12,4,0,2295211/ldlc-blue-vs-atlantis-rgn-intercontinental-ii-europe
6/26/15,Cobblestone,4411,T,22,5,10,7,6137,CT,19,10,5,4,2296734/nip-vs-sk-gfinity-2015-summer-masters-1
6/26/15,Inferno,4411,T,16,6,10,0,6137,CT,12,9,3,0,2296734/nip-vs-sk-gfinity-2015-summer-masters-1
9/19/15,Mirage,6354,T,14,7,7,0,6378,CT,16,8,8,0,2298111/penguin-vs-twistofate-mixbot-pro-league-invite-season-1
11/14/15,Dust2,6290,CT,16,11,5,0,6386,T,5,4,1,0,2299241/luminosity-vs-winterfox-ibuypower-cup-2015
12/7/14,Cache,4470,T,1,1,0,0,5435,CT,16,14,2,0,2293682/34united-vs-gbots-lvp-gamergy-csgo-lan-finals
12/7/14,Nuke,4470,T,3,3,0,0,5435,CT,16,12,4,0,2293682/34united-vs-gbots-lvp-gamergy-csgo-lan-finals
2/10/15,Inferno,5310,T,8,3,5,0,5962,CT,16,12,4,0,2294185/hellraisers-vs-lgb-fpl-challenge-by-bjrn-borg
2/10/15,Mirage,5310,T,9,8,1,0,5962,CT,16,7,9,0,2294185/hellraisers-vs-lgb-fpl-challenge-by-bjrn-borg
6/25/16,Cobblestone,4602,CT,16,14,2,0,6807,T,6,1,5,0,2303196/tricked-vs-alpha-dust2dk-eoddset-kinguin-1
1/31/15,Cache,5866,CT,10,8,2,0,5454,T,16,7,9,0,2294046/karma-vs-skdc-clutchcon-2015
11/27/15,Mirage,4411,T,10,3,7,0,6290,CT,16,12,4,0,2299540/nip-vs-luminosity-faceit-league-2015-stage-3-finals-at-dh-winter-2015
11/27/15,Cache,4411,T,21,6,9,6,6290,CT,19,9,6,4,2299540/nip-vs-luminosity-faceit-league-2015-stage-3-finals-at-dh-winter-2015
11/27/15,Cobblestone,4411,T,6,6,0,0,6290,CT,16,9,7,0,2299540/nip-vs-luminosity-faceit-league-2015-stage-3-finals-at-dh-winter-2015
10/5/15,Mirage,5330,T,19,6,9,4,6371,CT,22,9,6,7,2298427/pulse-vs-unknights-underdogs-1
10/5/15,Cache,5330,T,16,8,8,0,6371,CT,11,7,4,0,2298427/pulse-vs-unknights-underdogs-1
10/5/15,Inferno,5330,T,16,10,6,0,6371,CT,5,5,0,0,2298427/pulse-vs-unknights-underdogs-1
7/15/15,Overpass,4494,CT,16,11,5,0,6137,T,8,4,4,0,2297003/mousesports-vs-sk-acer-predator-masters-powered-by-intel-season-1
7/15/15,Cobblestone,4494,CT,16,12,4,0,6137,T,3,3,0,0,2297003/mousesports-vs-sk-acer-predator-masters-powered-by-intel-season-1
5/1/16,Train,4688,T,16,11,5,0,4548,CT,12,4,8,0,2302483/epsilon-vs-cph-wolves-dreamhack-regional-minor-championship-europe-closed-qualifier-2
5/1/16,Overpass,4688,T,19,7,8,4,4548,CT,22,8,7,7,2302483/epsilon-vs-cph-wolves-dreamhack-regional-minor-championship-europe-closed-qualifier-2
5/1/16,Dust2,4688,T,16,9,7,0,4548,CT,13,6,7,0,2302483/epsilon-vs-cph-wolves-dreamhack-regional-minor-championship-europe-closed-qualifier-2
7/5/15,Mirage,5978,T,16,10,6,0,5258,CT,8,5,3,0,2296890/skyred-vs-nxl-esl-one-cologne-2015-south-east-asia-pre-qualifier
7/5/15,Inferno,5978,T,16,12,4,0,5258,CT,6,3,3,0,2296890/skyred-vs-nxl-esl-one-cologne-2015-south-east-asia-pre-qualifier
9/6/15,Cobblestone,4784,CT,16,7,9,0,5290,T,11,8,3,0,2297759/vox-eminor-vs-trident-acl-melbourne-2015
9/6/15,Cache,4784,CT,3,3,0,0,5290,T,16,12,4,0,2297759/vox-eminor-vs-trident-acl-melbourne-2015
9/6/15,Dust2,4784,CT,5,2,3,0,5290,T,16,13,3,0,2297759/vox-eminor-vs-trident-acl-melbourne-2015
3/28/15,Inferno,6046,CT,7,6,1,0,6059,T,16,9,7,0,2294821/tricked-vs-rock-esportfest-2015
3/28/15,Cache,6046,CT,16,8,8,0,6059,T,14,7,7,0,2294821/tricked-vs-rock-esportfest-2015
3/28/15,Cobblestone,6046,CT,16,8,8,0,6059,T,11,7,4,0,2294821/tricked-vs-rock-esportfest-2015
10/28/14,Dust2,4991,T,16,12,4,0,4411,CT,4,3,1,0,2293341/fnatic-vs-nip-fragbite-masters-season-3
10/28/14,Cobblestone,4991,T,5,5,0,0,4411,CT,16,10,6,0,2293341/fnatic-vs-nip-fragbite-masters-season-3
10/28/14,Inferno,4991,T,16,8,8,0,4411,CT,13,7,6,0,2293341/fnatic-vs-nip-fragbite-masters-season-3
8/17/15,Cache,6137,CT,14,6,8,0,6167,T,16,9,7,0,2297449/sk-vs-phenomenon-dreamhack-open-london-2015-closed-qualifier
8/17/15,Mirage,6137,CT,16,12,4,0,6167,T,7,3,4,0,2297449/sk-vs-phenomenon-dreamhack-open-london-2015-closed-qualifier
8/17/15,Cobblestone,6137,CT,16,8,8,0,6167,T,9,7,2,0,2297449/sk-vs-phenomenon-dreamhack-open-london-2015-closed-qualifier
11/5/15,Train,6372,T,16,5,11,0,6137,CT,14,10,4,0,2299055/csgl-vs-sk-acer-predator-masters-powered-by-intel-season-2
11/5/15,Mirage,6372,T,10,2,8,0,6137,CT,16,13,3,0,2299055/csgl-vs-sk-acer-predator-masters-powered-by-intel-season-2
3/21/15,Cache,5752,CT,17,7,8,2,5766,T,19,8,7,4,2294672/cloud9-vs-orbit-gfinity-2015-spring-masters-1
3/21/15,Inferno,5752,CT,16,9,7,0,5766,T,9,6,3,0,2294672/cloud9-vs-orbit-gfinity-2015-spring-masters-1
3/21/15,Cobblestone,5752,CT,16,10,6,0,5766,T,5,5,0,0,2294672/cloud9-vs-orbit-gfinity-2015-spring-masters-1
11/27/14,Nuke,5378,CT,16,14,2,0,4608,T,2,1,1,0,2293627/virtuspro-vs-natus-vincere-dreamhack-winter-2014
3/15/16,Mirage,6773,T,16,12,4,0,6573,CT,6,3,3,0,2301422/vgcyberzen-vs-wings-wca-season-1-qualifier
3/15/16,Cobblestone,6773,T,16,14,2,0,6573,CT,1,1,0,0,2301422/vgcyberzen-vs-wings-wca-season-1-qualifier
7/4/16,Nuke,4602,CT,16,13,3,0,6964,T,5,2,3,0,2303346/tricked-vs-exotic-island-xfunction-masters-2016
9/25/14,Mirage,5284,T,12,6,6,0,4674,CT,16,9,7,0,2292868/titan-vs-ldlc-dreamhack-stockholm-csgo-invitational-2014
12/7/14,Dust2,4468,T,16,9,7,0,4591,CT,12,6,6,0,2293681/x6tence-vs-wizards-lvp-gamergy-csgo-lan-finals
12/7/14,Cache,4468,T,16,15,1,0,4591,CT,0,0,0,0,2293681/x6tence-vs-wizards-lvp-gamergy-csgo-lan-finals
9/19/15,Cache,5258,CT,16,6,10,0,6378,T,10,9,1,0,2298112/nxl-vs-twistofate-mixbot-pro-league-invite-season-1
8/1/15,Dust2,5752,CT,16,9,7,0,5973,T,10,6,4,0,2297246/cloud9-vs-liquid-esl-one-cologne-2015-na-qualifier
10/5/15,Dust2,6045,T,16,10,6,0,4675,CT,5,5,0,0,2298428/ldlc-white-vs-evokate-underdogs-1
10/5/15,Inferno,6045,T,16,7,9,0,4675,CT,10,8,2,0,2298428/ldlc-white-vs-evokate-underdogs-1
6/25/16,Train,6676,T,13,9,4,0,6636,CT,16,6,10,0,2303197/onlinerol-vs-eastern-vikings-dust2dk-eoddset-kinguin-1
2/13/16,Cobblestone,4501,CT,16,14,2,0,5310,T,2,1,1,0,2300778/alternate-attax-vs-hellraisers-acer-predator-masters-powered-by-intel-season-2-finals
2/13/16,Overpass,4501,CT,8,6,2,0,5310,T,16,9,7,0,2300778/alternate-attax-vs-hellraisers-acer-predator-masters-powered-by-intel-season-2-finals
2/13/16,Cache,4501,CT,21,8,7,6,5310,T,17,7,8,2,2300778/alternate-attax-vs-hellraisers-acer-predator-masters-powered-by-intel-season-2-finals
4/17/15,Dust2,4857,CT,16,11,5,0,4856,T,12,4,8,0,2295273/all-stars-europe-vs-all-stars-na-esea-invite-season-18-all-star
11/13/14,Cache,5395,T,16,11,5,0,5009,CT,5,4,1,0,2293478/penta-vs-playing-ducks-esl-pro-league-winter-2014-15-german-qualifier
5/29/15,Cache,5991,CT,19,7,8,4,6031,T,17,8,7,2,2296065/envyus-vs-acer-fragbite-masters-season-4
5/29/15,Mirage,5991,CT,6,2,4,0,6031,T,16,13,3,0,2296065/envyus-vs-acer-fragbite-masters-season-4
5/29/15,Dust2,5991,CT,16,10,6,0,6031,T,9,5,4,0,2296065/envyus-vs-acer-fragbite-masters-season-4
12/6/15,Train,4411,CT,9,4,5,0,4991,T,16,11,5,0,2299746/nip-vs-fnatic-fragbite-masters-season-5-finals
12/6/15,Dust2,4411,CT,16,8,8,0,4991,T,9,7,2,0,2299746/nip-vs-fnatic-fragbite-masters-season-5-finals
12/6/15,Mirage,4411,CT,12,9,3,0,4991,T,16,6,10,0,2299746/nip-vs-fnatic-fragbite-masters-season-5-finals
5/1/16,Cache,6902,T,16,12,4,0,4682,CT,10,3,7,0,2302487/godsent-vs-rctic-dreamhack-regional-minor-championship-europe-closed-qualifier-2
5/1/16,Inferno,6902,T,16,10,6,0,4682,CT,7,5,2,0,2302487/godsent-vs-rctic-dreamhack-regional-minor-championship-europe-closed-qualifier-2
12/17/14,Nuke,5941,T,8,5,3,0,5942,CT,16,10,6,0,2293748/queen-consolidated-vs-vikings-esl-pro-series-france-xiii
12/17/14,Cobblestone,5941,T,16,10,6,0,5942,CT,6,5,1,0,2293748/queen-consolidated-vs-vikings-esl-pro-series-france-xiii
12/17/14,Inferno,5941,T,16,9,7,0,5942,CT,7,6,1,0,2293748/queen-consolidated-vs-vikings-esl-pro-series-france-xiii
7/16/15,Train,6137,T,16,8,8,0,5395,CT,8,7,1,0,2297008/sk-vs-penta-acer-predator-masters-powered-by-intel-season-1
7/16/15,Mirage,6137,T,10,8,2,0,5395,CT,16,7,9,0,2297008/sk-vs-penta-acer-predator-masters-powered-by-intel-season-1
12/17/14,Dust2,5941,T,16,10,6,0,5942,CT,6,5,1,0,2293748/queen-consolidated-vs-vikings-esl-pro-series-france-xiii
7/16/15,Cache,6137,T,10,2,8,0,5395,CT,16,13,3,0,2297008/sk-vs-penta-acer-predator-masters-powered-by-intel-season-1
7/12/15,Dust2,5929,T,14,7,7,0,5595,CT,16,8,8,0,2296982/space-soldiers-vs-nerdrage-ballistix-challenge
1/24/15,Inferno,4991,T,9,4,5,0,4674,CT,16,11,5,0,2293963/fnatic-vs-ldlc-mlg-x-games-aspen-2015
4/14/15,Inferno,5817,CT,16,11,5,0,4468,T,4,4,0,0,2295206/gplay-vs-x6tence-rgn-intercontinental-ii-europe
4/14/15,Nuke,5817,CT,22,7,8,7,4468,T,25,8,7,10,2295206/gplay-vs-x6tence-rgn-intercontinental-ii-europe
4/14/15,Mirage,5817,CT,19,10,5,4,4468,T,16,5,10,1,2295206/gplay-vs-x6tence-rgn-intercontinental-ii-europe
11/14/15,Dust2,5974,CT,10,7,3,0,6211,T,16,8,8,0,2299242/clg-vs-renegades-ibuypower-cup-2015
10/26/14,Dust2,5231,CT,16,9,7,0,4991,T,8,6,2,0,2293298/ibuypower-vs-fnatic-faceit-league-season-2-finals
10/26/14,Mirage,5231,CT,8,3,5,0,4991,T,16,12,4,0,2293298/ibuypower-vs-fnatic-faceit-league-season-2-finals
10/26/14,Inferno,5231,CT,10,4,6,0,4991,T,16,11,5,0,2293298/ibuypower-vs-fnatic-faceit-league-season-2-finals
10/26/14,Nuke,5231,CT,14,2,12,0,4991,T,16,13,3,0,2293298/ibuypower-vs-fnatic-faceit-league-season-2-finals
1/31/15,Inferno,5479,CT,16,14,2,0,4586,T,1,1,0,0,2294032/mythic-vs-ubinited-clutchcon-2015
6/5/15,Cobblestone,4863,CT,16,10,6,0,5806,T,7,5,2,0,2296274/tyloo-vs-pow-eswc-2015-china
6/5/15,Overpass,4863,CT,16,9,7,0,5806,T,7,6,1,0,2296274/tyloo-vs-pow-eswc-2015-china
8/17/15,Inferno,4548,CT,16,11,5,0,6045,T,12,4,8,0,2297452/cph-wolves-vs-ldlc-white-dreamhack-open-london-2015-closed-qualifier
8/17/15,Overpass,4548,CT,16,7,9,0,6045,T,13,8,5,0,2297452/cph-wolves-vs-ldlc-white-dreamhack-open-london-2015-closed-qualifier
6/26/15,Cobblestone,5378,CT,20,4,11,5,4494,T,22,11,4,7,2296737/virtuspro-vs-mousesports-gfinity-2015-summer-masters-1
11/10/15,Dust2,5395,CT,12,8,4,0,5195,T,16,7,9,0,2299141/penta-vs-planetkey-acer-predator-masters-powered-by-intel-season-2
11/10/15,Mirage,5395,CT,16,8,8,0,5195,T,10,7,3,0,2299141/penta-vs-planetkey-acer-predator-masters-powered-by-intel-season-2
6/26/15,Cache,5378,CT,5,4,1,0,4494,T,16,11,5,0,2296737/virtuspro-vs-mousesports-gfinity-2015-summer-masters-1
5/8/15,Inferno,6131,T,10,5,5,0,5415,CT,16,10,6,0,2295604/begenius-vs-awsomniac-dreamhack-open-tours-2015-byoc-qualifier
7/5/16,Train,4602,CT,22,9,6,7,6946,T,19,6,9,4,2303358/tricked-vs-magistra-xfunction-masters-2016
3/17/16,Dust2,6504,CT,16,8,8,0,6635,T,8,7,1,0,2301435/allgamers-vs-efuture-wca-season-1-qualifier
3/17/16,Cache,6504,CT,16,9,7,0,6635,T,12,6,6,0,2301435/allgamers-vs-efuture-wca-season-1-qualifier
3/21/15,Mirage,5995,T,11,3,8,0,5319,CT,16,12,4,0,2294693/g2-vs-property-gfinity-2015-spring-masters-1
3/21/15,Cache,5995,T,10,3,7,0,5319,CT,16,12,4,0,2294693/g2-vs-property-gfinity-2015-spring-masters-1
2/10/15,Overpass,5991,T,23,11,4,8,4991,CT,25,4,11,10,2294186/envyus-vs-fnatic-fpl-challenge-by-bjrn-borg
2/10/15,Cache,5991,T,19,12,3,4,4991,CT,22,3,12,7,2294186/envyus-vs-fnatic-fpl-challenge-by-bjrn-borg
11/27/14,Mirage,4532,T,16,9,7,0,5195,CT,13,6,7,0,2293628/esc-vs-planetkey-dreamhack-winter-2014
6/25/16,Mirage,6946,T,16,12,4,0,5919,CT,6,3,3,0,2303203/magistra-vs-ber-n00bz-dust2dk-eoddset-kinguin-1
12/7/14,Dust2,5435,CT,16,14,2,0,4468,T,1,1,0,0,2293683/gbots-vs-x6tence-lvp-gamergy-csgo-lan-finals
12/7/14,Cache,5435,CT,16,12,4,0,4468,T,3,3,0,0,2293683/gbots-vs-x6tence-lvp-gamergy-csgo-lan-finals
11/13/14,Inferno,5195,T,16,5,11,0,5881,CT,13,10,3,0,2293477/planetkey-vs-daylight-esl-pro-league-winter-2014-15-german-qualifier
9/19/15,Inferno,6342,CT,16,5,11,0,6355,T,13,10,3,0,2298113/m0nster-vs-motv-mixbot-pro-league-invite-season-1
10/19/15,Cache,6045,CT,16,12,4,0,5330,T,4,3,1,0,2298756/ldlc-white-vs-pulse-underdogs-1
10/19/15,Dust2,6045,CT,16,13,3,0,5330,T,4,2,2,0,2298756/ldlc-white-vs-pulse-underdogs-1
9/22/14,Nuke,5449,CT,16,14,2,0,4742,T,1,1,0,0,2292830/no-sir-vs-nostalgie-fragbite-masters-season-3-qualifier-1
2/2/15,Inferno,4922,CT,34,11,4,19,5989,T,32,4,11,17,2294064/nextplease-vs-hajvani-balkan-championship-season-1
2/2/15,Mirage,4922,CT,6,1,5,0,5989,T,16,14,2,0,2294064/nextplease-vs-hajvani-balkan-championship-season-1
2/2/15,Dust2,4922,CT,8,8,0,0,5989,T,16,7,9,0,2294064/nextplease-vs-hajvani-balkan-championship-season-1
11/28/15,Mirage,4991,T,11,8,3,0,5378,CT,16,7,9,0,2299539/fnatic-vs-virtuspro-faceit-league-2015-stage-3-finals-at-dh-winter-2015
11/28/15,Inferno,4991,T,16,13,3,0,5378,CT,10,2,8,0,2299539/fnatic-vs-virtuspro-faceit-league-2015-stage-3-finals-at-dh-winter-2015
11/28/15,Cache,4991,T,16,11,5,0,5378,CT,9,4,5,0,2299539/fnatic-vs-virtuspro-faceit-league-2015-stage-3-finals-at-dh-winter-2015
3/8/15,Cache,6039,CT,16,12,4,0,5718,T,5,3,2,0,2294563/invited-vs-boreal-lan-ets-2015
3/8/15,Inferno,6039,CT,16,7,9,0,5718,T,12,8,4,0,2294563/invited-vs-boreal-lan-ets-2015
4/24/15,Dust2,5700,T,4,3,1,0,4645,CT,16,12,4,0,2295389/lunatik-vs-mousespaz-cs-select-8
4/24/15,Mirage,5700,T,16,11,5,0,4645,CT,12,4,8,0,2295389/lunatik-vs-mousespaz-cs-select-8
4/24/15,Season,5700,T,16,9,7,0,4645,CT,12,6,6,0,2295389/lunatik-vs-mousespaz-cs-select-8
4/24/15,Inferno,5700,T,16,10,6,0,4645,CT,11,5,6,0,2295389/lunatik-vs-mousespaz-cs-select-8
9/25/14,Inferno,4411,T,3,3,0,0,4674,CT,16,12,4,0,2292884/nip-vs-ldlc-dreamhack-stockholm-csgo-invitational-2014
1/28/15,Cache,5593,T,16,9,6,1,5445,CT,19,6,9,4,2294013/dat-vs-lan-dodgers-esl-one-katowice-2015-cis-qualifier
11/8/14,Inferno,4991,CT,16,11,5,0,5422,T,6,4,2,0,2293415/fnatic-vs-dignitas-fragbite-masters-season-3
11/8/14,Mirage,4991,CT,16,3,13,0,5422,T,13,12,1,0,2293415/fnatic-vs-dignitas-fragbite-masters-season-3
7/19/15,Mirage,5395,CT,9,4,5,0,4494,T,16,11,5,0,2297041/penta-vs-mousesports-acer-predator-masters-powered-by-intel-season-1
7/19/15,Train,5395,CT,15,8,7,0,4494,T,19,7,8,0,2297041/penta-vs-mousesports-acer-predator-masters-powered-by-intel-season-1
5/1/16,Dust2,6865,CT,6,5,1,0,6959,T,16,10,6,0,2302490/escape-vs-mk-dreamhack-regional-minor-championship-europe-closed-qualifier-2
5/1/16,Mirage,6865,CT,13,8,5,0,6959,T,16,7,9,0,2302490/escape-vs-mk-dreamhack-regional-minor-championship-europe-closed-qualifier-2
4/15/15,Inferno,4468,T,2,2,0,0,6035,CT,16,13,3,0,2295248/x6tence-vs-atlantis-rgn-intercontinental-ii-europe
4/15/15,Cache,4468,T,16,12,4,0,6035,CT,10,3,7,0,2295248/x6tence-vs-atlantis-rgn-intercontinental-ii-europe
4/15/15,Nuke,4468,T,14,11,3,0,6035,CT,16,4,12,0,2295248/x6tence-vs-atlantis-rgn-intercontinental-ii-europe
1/31/15,Dust2,5479,T,16,9,7,0,5907,CT,7,6,1,0,2294049/mythic-vs-winoutnet-clutchcon-2015
2/13/16,Cobblestone,6226,T,16,8,8,0,4501,CT,14,7,7,0,2300780/e-fragnet-vs-alternate-attax-acer-predator-masters-powered-by-intel-season-2-finals
2/13/16,Dust2,6226,T,16,11,5,0,4501,CT,4,4,0,0,2300780/e-fragnet-vs-alternate-attax-acer-predator-masters-powered-by-intel-season-2-finals
6/6/15,Overpass,5798,T,5,3,2,0,6195,CT,16,12,4,0,2296283/zzcy-vs-qeeyou-eswc-2015-china
6/6/15,Dust2,5798,T,7,6,1,0,6195,CT,16,9,7,0,2296283/zzcy-vs-qeeyou-eswc-2015-china
1/24/15,Cache,5974,T,5,1,4,0,5973,CT,16,14,2,0,2293964/clg-vs-liquid-mlg-x-games-aspen-2015
8/26/15,Train,5996,CT,16,11,5,0,6134,T,5,4,1,0,2297543/tsm-vs-kinguin-pgl-season-1
8/26/15,Dust2,5996,CT,16,5,11,0,6134,T,12,10,2,0,2297543/tsm-vs-kinguin-pgl-season-1
5/31/15,Dust2,4991,T,16,8,8,0,5991,CT,14,7,7,0,2296168/fnatic-vs-envyus-fragbite-masters-season-4
5/31/15,Cache,4991,T,12,3,9,0,5991,CT,16,12,4,0,2296168/fnatic-vs-envyus-fragbite-masters-season-4
5/31/15,Inferno,4991,T,16,11,5,0,5991,CT,6,4,2,0,2296168/fnatic-vs-envyus-fragbite-masters-season-4
5/8/15,Overpass,6051,T,13,6,7,0,5415,CT,16,9,7,0,2295605/ldlc-blue-vs-awsomniac-dreamhack-open-tours-2015-byoc-qualifier
3/17/16,Train,6790,T,5,4,1,0,4865,CT,16,11,5,0,2301436/hg-vs-new4-wca-season-1-qualifier
3/17/16,Cache,6790,T,5,4,1,0,4865,CT,16,11,5,0,2301436/hg-vs-new4-wca-season-1-qualifier
11/14/15,Cobblestone,6290,T,16,15,1,0,6211,CT,0,0,0,0,2299251/luminosity-vs-renegades-ibuypower-cup-2015
7/5/16,Cache,4501,CT,16,10,6,0,5272,T,10,5,5,0,2303365/alternate-attax-vs-ftwpro-xfunction-masters-2016
6/25/16,Dust2,4602,CT,16,12,4,0,6676,T,6,3,3,0,2303200/tricked-vs-onlinerol-dust2dk-eoddset-kinguin-1
11/27/14,Mirage,5758,T,11,8,3,0,5988,CT,16,7,9,0,2293629/myxmg-vs-flipsid3-dreamhack-winter-2014
2/11/15,Dust2,5962,T,1,1,0,0,5991,CT,16,14,2,0,2294187/lgb-vs-envyus-fpl-challenge-by-bjrn-borg
2/11/15,Cache,5962,T,12,9,3,0,5991,CT,16,6,10,0,2294187/lgb-vs-envyus-fpl-challenge-by-bjrn-borg
8/17/15,Cache,6226,CT,16,11,5,0,5093,T,14,4,10,0,2297451/e-fragnet-vs-killerfish-dreamhack-open-london-2015-closed-qualifier
8/17/15,Dust2,6226,CT,16,9,7,0,5093,T,11,6,5,0,2297451/e-fragnet-vs-killerfish-dreamhack-open-london-2015-closed-qualifier
4/8/15,Dust2,5422,CT,16,7,9,0,5995,T,8,8,0,0,2295150/dignitas-vs-g2-gameagents-league-season-1
4/8/15,Cobblestone,5422,CT,16,13,3,0,5995,T,10,2,8,0,2295150/dignitas-vs-g2-gameagents-league-season-1
11/13/14,Cache,4494,CT,16,14,2,0,5122,T,2,1,1,0,2293482/mousesports-vs-leisure-esl-pro-league-winter-2014-15-german-qualifier
1/28/15,Dust2,5445,CT,11,8,3,0,5218,T,16,7,9,0,2294014/lan-dodgers-vs-aces-esl-one-katowice-2015-cis-qualifier
9/19/15,Cobblestone,6349,T,13,9,4,0,6342,CT,16,6,10,0,2298114/absoluteterror-vs-m0nster-mixbot-pro-league-invite-season-1
11/12/15,Cache,5995,CT,16,13,3,0,5395,T,10,2,8,0,2299190/g2-vs-penta-acer-predator-masters-powered-by-intel-season-2
11/12/15,Mirage,5995,CT,16,10,6,0,5395,T,11,5,6,0,2299190/g2-vs-penta-acer-predator-masters-powered-by-intel-season-2
6/7/15,Overpass,5806,CT,16,11,5,0,5798,T,6,4,2,0,2296318/pow-vs-zzcy-eswc-2015-china
6/7/15,Dust2,5806,CT,16,13,3,0,5798,T,5,2,3,0,2296318/pow-vs-zzcy-eswc-2015-china
10/19/15,Inferno,6051,CT,16,12,4,0,5596,T,6,3,3,0,2298757/ldlc-blue-vs-platinium-underdogs-1
10/19/15,Dust2,6051,CT,11,5,6,0,5596,T,16,10,6,0,2298757/ldlc-blue-vs-platinium-underdogs-1
